[2018-07-12 17:43:59,948] INFO [blog.views.get_queryset_from_cache:65 views] set view cache.key:index_1
[2018-07-12 17:44:01,611] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:a34a0ed138b9ff399343a889a9b344e1
[2018-07-12 17:44:01,615] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:9b03732a68d2dd9341675e6a20d4041e
[2018-07-12 17:44:01,620] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:694c0eb0b30b7e707aa4e99253658795
[2018-07-12 17:44:01,625] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:fcf9da36e1a4cf8ad6302f167029b733
[2018-07-12 17:44:01,630] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:1c69ab201cd57d3d56b45c1dabe75036
[2018-07-12 17:44:01,635] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:54bfc8b1922e6f82df1bc5a6dea8b9da
[2018-07-12 17:44:01,640] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:15f3db3a218524d4068d8726a012c559
[2018-07-12 17:44:01,644] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:a644ef5c6423b0dea6ba49f52db6bd80
[2018-07-12 17:44:01,649] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:3d8d54b72b10d6ed623642883e5541df
[2018-07-12 17:44:01,654] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:456cc418d75c4c07c028dc3b613a8ad7
[2018-07-12 17:44:01,659] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:d870204b6d5f057dbdff52fbfa294c3d
[2018-07-12 17:44:01,664] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:29ad75096aa3a8f270772a9aa86f3cb0
[2018-07-12 17:44:01,671] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:04d2c1872567af18cca2e5bdace62b32
[2018-07-12 17:44:01,676] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:61852e05f86b529e9f3447e15349366a
[2018-07-12 17:44:01,681] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:d20d074037a8a8b042656aa1717520fb
[2018-07-12 17:44:01,686] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:eb1c89d12569800f3f006f81066dc37e
[2018-07-12 17:44:01,691] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:020e465530d166441febcff47111a33d
[2018-07-12 17:44:03,161] INFO [blog.views.get_queryset_from_cache:65 views] set view cache.key:index_1
[2018-07-12 17:44:03,170] INFO [blog.context_processors.seo_processor:31 context_processors] set processor cache.
[2018-07-12 17:44:03,177] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,221] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,229] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,274] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,283] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,318] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,327] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,361] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,369] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,401] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,408] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,439] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,452] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,523] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,531] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,563] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,570] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,600] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,609] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,638] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,647] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,676] INFO [blog.templatetags.blog_tags.load_sidebar:134 blog_tags] load sidebar
[2018-07-12 17:44:03,683] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:03,690] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:c12ea60dddc8cbb7c0c06a52c1f0468c
[2018-07-12 17:44:03,697] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:291c30a46f4b0836caa656931338d839
[2018-07-12 17:44:03,701] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:f8e78be723d8d27bcd83e040eb416f4f
[2018-07-12 17:44:03,706] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:a34a0ed138b9ff399343a889a9b344e1
[2018-07-12 17:44:03,710] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:9b03732a68d2dd9341675e6a20d4041e
[2018-07-12 17:44:03,715] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:694c0eb0b30b7e707aa4e99253658795
[2018-07-12 17:44:03,719] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:fcf9da36e1a4cf8ad6302f167029b733
[2018-07-12 17:44:03,723] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:1c69ab201cd57d3d56b45c1dabe75036
[2018-07-12 17:44:03,728] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:54bfc8b1922e6f82df1bc5a6dea8b9da
[2018-07-12 17:44:03,732] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:15f3db3a218524d4068d8726a012c559
[2018-07-12 17:44:03,736] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:a644ef5c6423b0dea6ba49f52db6bd80
[2018-07-12 17:44:03,740] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:3d8d54b72b10d6ed623642883e5541df
[2018-07-12 17:44:03,744] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:456cc418d75c4c07c028dc3b613a8ad7
[2018-07-12 17:44:03,749] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:d870204b6d5f057dbdff52fbfa294c3d
[2018-07-12 17:44:03,753] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:29ad75096aa3a8f270772a9aa86f3cb0
[2018-07-12 17:44:03,757] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:04d2c1872567af18cca2e5bdace62b32
[2018-07-12 17:44:03,761] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:61852e05f86b529e9f3447e15349366a
[2018-07-12 17:44:03,765] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:d20d074037a8a8b042656aa1717520fb
[2018-07-12 17:44:03,770] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:eb1c89d12569800f3f006f81066dc37e
[2018-07-12 17:44:03,776] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:020e465530d166441febcff47111a33d
[2018-07-12 17:44:09,910] INFO [blog.views.get_queryset_from_cache:65 views] set view cache.key:index_2
[2018-07-12 17:44:09,920] INFO [blog.context_processors.seo_processor:31 context_processors] set processor cache.
[2018-07-12 17:44:09,927] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:09,966] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:09,974] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,005] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,012] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,042] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,049] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,078] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,085] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,113] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,120] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,149] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,156] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,184] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,192] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,221] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,228] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,257] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,264] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,288] INFO [blog.templatetags.blog_tags.load_sidebar:134 blog_tags] load sidebar
[2018-07-12 17:44:10,294] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:10,300] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:c12ea60dddc8cbb7c0c06a52c1f0468c
[2018-07-12 17:44:10,305] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:291c30a46f4b0836caa656931338d839
[2018-07-12 17:44:10,309] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:f8e78be723d8d27bcd83e040eb416f4f
[2018-07-12 17:44:10,312] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:a34a0ed138b9ff399343a889a9b344e1
[2018-07-12 17:44:10,316] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:9b03732a68d2dd9341675e6a20d4041e
[2018-07-12 17:44:10,319] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:694c0eb0b30b7e707aa4e99253658795
[2018-07-12 17:44:10,323] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:fcf9da36e1a4cf8ad6302f167029b733
[2018-07-12 17:44:10,327] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:1c69ab201cd57d3d56b45c1dabe75036
[2018-07-12 17:44:10,331] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:54bfc8b1922e6f82df1bc5a6dea8b9da
[2018-07-12 17:44:10,334] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:15f3db3a218524d4068d8726a012c559
[2018-07-12 17:44:10,338] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:a644ef5c6423b0dea6ba49f52db6bd80
[2018-07-12 17:44:10,342] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:3d8d54b72b10d6ed623642883e5541df
[2018-07-12 17:44:10,346] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:456cc418d75c4c07c028dc3b613a8ad7
[2018-07-12 17:44:10,351] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:d870204b6d5f057dbdff52fbfa294c3d
[2018-07-12 17:44:10,355] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:29ad75096aa3a8f270772a9aa86f3cb0
[2018-07-12 17:44:10,359] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:04d2c1872567af18cca2e5bdace62b32
[2018-07-12 17:44:10,363] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:61852e05f86b529e9f3447e15349366a
[2018-07-12 17:44:10,368] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:d20d074037a8a8b042656aa1717520fb
[2018-07-12 17:44:10,372] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:eb1c89d12569800f3f006f81066dc37e
[2018-07-12 17:44:10,376] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:020e465530d166441febcff47111a33d
[2018-07-12 17:44:16,844] INFO [blog.context_processors.seo_processor:31 context_processors] set processor cache.
[2018-07-12 17:44:16,856] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,736] INFO [blog.views.get_queryset_from_cache:65 views] set view cache.key:index_1
[2018-07-12 17:44:19,745] INFO [blog.context_processors.seo_processor:31 context_processors] set processor cache.
[2018-07-12 17:44:19,752] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,787] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,794] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,869] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,876] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,908] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,915] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,946] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,953] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,982] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:19,989] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,017] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,023] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,051] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,059] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,087] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,095] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,124] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,131] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,159] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,165] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,190] INFO [blog.templatetags.blog_tags.load_sidebar:134 blog_tags] load sidebar
[2018-07-12 17:44:20,195] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
[2018-07-12 17:44:20,202] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:c12ea60dddc8cbb7c0c06a52c1f0468c
[2018-07-12 17:44:20,207] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:291c30a46f4b0836caa656931338d839
[2018-07-12 17:44:20,211] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:f8e78be723d8d27bcd83e040eb416f4f
[2018-07-12 17:44:20,215] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:a34a0ed138b9ff399343a889a9b344e1
[2018-07-12 17:44:20,219] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:9b03732a68d2dd9341675e6a20d4041e
[2018-07-12 17:44:20,223] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:694c0eb0b30b7e707aa4e99253658795
[2018-07-12 17:44:20,228] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:fcf9da36e1a4cf8ad6302f167029b733
[2018-07-12 17:44:20,232] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:1c69ab201cd57d3d56b45c1dabe75036
[2018-07-12 17:44:20,238] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:54bfc8b1922e6f82df1bc5a6dea8b9da
[2018-07-12 17:44:20,243] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:15f3db3a218524d4068d8726a012c559
[2018-07-12 17:44:20,247] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:a644ef5c6423b0dea6ba49f52db6bd80
[2018-07-12 17:44:20,251] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:3d8d54b72b10d6ed623642883e5541df
[2018-07-12 17:44:20,255] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:456cc418d75c4c07c028dc3b613a8ad7
[2018-07-12 17:44:20,260] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:d870204b6d5f057dbdff52fbfa294c3d
[2018-07-12 17:44:20,265] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:29ad75096aa3a8f270772a9aa86f3cb0
[2018-07-12 17:44:20,269] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:04d2c1872567af18cca2e5bdace62b32
[2018-07-12 17:44:20,273] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:61852e05f86b529e9f3447e15349366a
[2018-07-12 17:44:20,277] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:d20d074037a8a8b042656aa1717520fb
[2018-07-12 17:44:20,281] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:eb1c89d12569800f3f006f81066dc37e
[2018-07-12 17:44:20,286] INFO [DjangoBlog.utils.news:62 utils] cache_decorator set cache:get_article_count key:020e465530d166441febcff47111a33d
[2018-07-12 17:44:48,413] INFO [blog.context_processors.seo_processor:31 context_processors] set processor cache.
[2018-07-12 17:44:48,420] INFO [DjangoBlog.utils.get_blog_setting:200 utils] set cache get_blog_setting
